latitude,longitude,acq_date,frp,satellite,confidence
30.366,74.0693,2025-10-31,58.4,VIIRS,90
30.3765,74.4276,2025-10-31,277.2,MODIS,50
30.6896,74.5388,2025-10-31,354.5,VIIRS,90
30.5651,74.9716,2025-10-31,628.5,MODIS,70
30.5915,74.8713,2025-10-31,730.4,VIIRS,90
30.6905,75.0636,2025-10-31,634.2,MODIS,100
30.4478,74.8587,2025-10-31,990.7,VIIRS,70
30.3888,74.7747,2025-10-31,865.6,MODIS,90
30.6036,74.8748,2025-10-31,734.9,MODIS,90
30.5253,75.7076,2025-10-31,1151.1,MODIS,100
30.2797,75.33,2025-10-31,865.0,MODIS,70
30.6404,75.5582,2025-10-31,563.0,MODIS,100
30.4373,75.7055,2025-10-31,854.1,VIIRS,90
30.6085,75.5195,2025-10-31,485.8,VIIRS,100
30.6067,75.4193,2025-10-31,755.7,VIIRS,100
30.3508,75.3429,2025-10-31,812.9,MODIS,70
30.6805,75.3144,2025-10-31,1248.0,MODIS,70
30.3058,75.9955,2025-10-31,883.4,VIIRS,70
30.5117,76.1828,2025-10-31,984.6,VIIRS,100
30.532,76.0872,2025-10-31,659.9,VIIRS,90
30.3367,76.0627,2025-10-31,307.7,MODIS,90
30.5369,75.8677,2025-10-31,457.3,VIIRS,90
30.2752,75.7958,2025-10-31,730.2,MODIS,90
30.4179,76.3628,2025-10-31,258.3,MODIS,90
30.383,76.6057,2025-10-31,309.1,VIIRS,100
30.6736,77.165,2025-10-31,59.6,MODIS,90
31.1649,74.029,2025-10-31,42.9,MODIS,70
31.0831,74.4279,2025-10-31,131.4,VIIRS,90
30.8706,74.4266,2025-10-31,327.3,VIIRS,100
30.9633,74.8681,2025-10-31,426.1,MODIS,90
31.1106,75.0508,2025-10-31,870.0,VIIRS,90
31.1358,75.1949,2025-10-31,1050.6,VIIRS,90
30.8025,74.7753,2025-10-31,365.5,MODIS,100
31.0712,75.1944,2025-10-31,988.1,VIIRS,70
31.2275,74.779,2025-10-31,815.8,VIIRS,50
30.8692,75.4534,2025-10-31,963.7,VIIRS,90
30.903,75.5673,2025-10-31,1095.5,VIIRS,90
31.1539,75.3862,2025-10-31,420.5,VIIRS,90
31.0902,75.6063,2025-10-31,944.6,VIIRS,70
31.1292,75.2841,2025-10-31,692.6,VIIRS,50
30.9391,75.4143,2025-10-31,1259.9,MODIS,100
31.001,75.363,2025-10-31,396.8,MODIS,70
31.0561,75.6846,2025-10-31,993.5,VIIRS,90
31.0526,75.5465,2025-10-31,639.0,VIIRS,90
30.8983,75.9911,2025-10-31,672.7,MODIS,90
30.7846,76.1033,2025-10-31,786.1,MODIS,90
30.8263,75.7765,2025-10-31,899.0,VIIRS,70
30.9562,76.0113,2025-10-31,983.8,MODIS,90
31.174,75.8811,2025-10-31,455.0,MODIS,90
30.9465,75.9799,2025-10-31,310.1,MODIS,100
30.8262,76.6901,2025-10-31,342.4,VIIRS,70
31.1626,76.3197,2025-10-31,126.7,MODIS,90
30.9555,77.1495,2025-10-31,41.2,VIIRS,70
31.5091,74.1259,2025-10-31,37.2,MODIS,90
31.489,74.3845,2025-10-31,137.0,VIIRS,90
31.41,75.2016,2025-10-31,563.0,MODIS,90
31.5633,74.9044,2025-10-31,257.3,VIIRS,90
31.6754,75.0153,2025-10-31,456.2,VIIRS,90
31.2997,75.3373,2025-10-31,415.7,VIIRS,90
31.4461,75.2987,2025-10-31,285.6,MODIS,100
31.564,75.3617,2025-10-31,437.0,MODIS,90
31.3867,75.4454,2025-10-31,726.6,VIIRS,90
31.4868,75.6355,2025-10-31,403.6,VIIRS,90
31.6887,75.8258,2025-10-31,262.2,VIIRS,50
31.725,75.8161,2025-10-31,552.4,VIIRS,100
31.2996,76.1349,2025-10-31,372.7,VIIRS,70
31.3699,76.4394,2025-10-31,132.4,MODIS,90
31.6739,77.028,2025-10-31,34.9,VIIRS,70
31.9465,74.4054,2025-10-31,47.8,MODIS,70
31.803,74.9516,2025-10-31,136.8,VIIRS,70
31.8573,75.6813,2025-10-31,120.4,VIIRS,70
32.0898,76.0114,2025-10-31,144.2,MODIS,70
31.9671,76.4993,2025-10-31,35.8,VIIRS,90
32.6306,75.5873,2025-10-31,35.9,VIIRS,100
29.5144,74.6714,2025-11-01,51.3,MODIS,90
29.388,75.1668,2025-11-01,47.9,VIIRS,50
29.304,75.3688,2025-11-01,148.3,VIIRS,70
29.529,75.9945,2025-11-01,119.3,MODIS,90
29.2898,76.4778,2025-11-01,51.3,VIIRS,70
29.879,74.051,2025-11-01,27.5,VIIRS,70
30.1239,74.3702,2025-11-01,161.9,VIIRS,100
29.9375,74.9535,2025-11-01,320.9,VIIRS,70
30.2199,75.1781,2025-11-01,252.1,MODIS,90
30.0371,74.933,2025-11-01,186.2,VIIRS,70
30.1878,75.6489,2025-11-01,310.1,VIIRS,50
29.9501,75.5989,2025-11-01,406.5,MODIS,90
30.2043,75.3349,2025-11-01,589.6,VIIRS,90
30.1207,75.5754,2025-11-01,644.3,MODIS,50
29.9155,75.8015,2025-11-01,412.5,VIIRS,70
30.1255,75.8697,2025-11-01,460.1,MODIS,90
30.1829,76.0151,2025-11-01,152.2,VIIRS,100
29.8546,76.3022,2025-11-01,188.3,MODIS,90
29.9411,76.9405,2025-11-01,33.3,VIIRS,90
30.6587,73.973,2025-11-01,75.3,MODIS,70
30.4168,74.3536,2025-11-01,231.9,VIIRS,90
30.6625,74.3327,2025-11-01,168.6,VIIRS,70
30.2896,74.9626,2025-11-01,406.6,VIIRS,70
30.3194,75.0562,2025-11-01,627.8,MODIS,70
30.2737,75.1639,2025-11-01,893.3,MODIS,70
30.3224,75.2286,2025-11-01,1015.9,MODIS,50
30.4392,74.8763,2025-11-01,404.9,MODIS,70
30.5889,74.9174,2025-11-01,562.7,VIIRS,70
30.5107,75.5622,2025-11-01,1417.5,MODIS,100
30.5791,75.3915,2025-11-01,971.2,MODIS,90
30.2995,75.4899,2025-11-01,1266.5,MODIS,90
30.3317,75.5022,2025-11-01,1449.9,VIIRS,90
30.669,75.3993,2025-11-01,1301.8,MODIS,90
30.3034,75.3743,2025-11-01,885.1,VIIRS,90
30.4245,75.3749,2025-11-01,439.0,MODIS,70
30.5181,75.6627,2025-11-01,927.6,MODIS,70
30.5805,75.7248,2025-11-01,646.6,VIIRS,90
30.5977,75.8304,2025-11-01,489.2,VIIRS,70
30.4889,75.7762,2025-11-01,476.1,VIIRS,90
30.4623,75.9546,2025-11-01,862.9,MODIS,90
30.5129,75.9056,2025-11-01,708.7,MODIS,90
30.3306,76.1698,2025-11-01,341.4,VIIRS,90
30.2857,76.1141,2025-11-01,860.6,MODIS,70
30.6181,76.5086,2025-11-01,402.7,MODIS,70
30.5579,76.6528,2025-11-01,242.1,MODIS,70
30.3364,77.0405,2025-11-01,53.3,MODIS,70
31.0334,74.2162,2025-11-01,82.9,MODIS,90
30.942,74.3081,2025-11-01,410.8,VIIRS,90
30.9466,74.3744,2025-11-01,322.1,MODIS,90
30.9088,74.7776,2025-11-01,1146.4,VIIRS,90
31.112,74.9343,2025-11-01,711.4,MODIS,90
30.9301,74.7811,2025-11-01,408.1,MODIS,50
30.8987,74.8355,2025-11-01,551.1,MODIS,100
31.1304,74.9294,2025-11-01,351.0,VIIRS,70
31.0042,74.8275,2025-11-01,560.3,MODIS,100
30.8603,74.9255,2025-11-01,559.2,MODIS,90
30.8862,75.3638,2025-11-01,633.8,MODIS,90
30.7704,75.4202,2025-11-01,1315.2,VIIRS,70
31.1368,75.6216,2025-11-01,930.2,VIIRS,50
30.8691,75.7175,2025-11-01,796.6,VIIRS,100
31.0013,75.5863,2025-11-01,1147.7,VIIRS,90
31.0164,75.6925,2025-11-01,885.2,VIIRS,70
31.0141,75.6874,2025-11-01,1242.4,MODIS,70
31.0148,75.4547,2025-11-01,1518.0,MODIS,70
31.2181,75.4727,2025-11-01,884.3,MODIS,70
31.2029,76.0363,2025-11-01,1085.1,VIIRS,70
30.9904,75.8083,2025-11-01,977.6,MODIS,70
31.2174,76.0938,2025-11-01,857.1,VIIRS,50
31.2135,75.9738,2025-11-01,434.2,MODIS,90
30.9169,75.8741,2025-11-01,551.5,VIIRS,100
31.1327,75.9785,2025-11-01,565.4,MODIS,50
30.8446,76.211,2025-11-01,883.4,VIIRS,70
31.1341,76.2937,2025-11-01,346.2,MODIS,90
31.1883,76.3092,2025-11-01,373.1,MODIS,50
30.9788,76.8177,2025-11-01,86.2,VIIRS,50
31.5503,74.0096,2025-11-01,33.0,VIIRS,100
31.3745,74.7276,2025-11-01,70.3,VIIRS,90
31.7107,74.891,2025-11-01,191.8,VIIRS,70
31.4034,74.7835,2025-11-01,487.2,MODIS,90
31.2704,74.9616,2025-11-01,650.9,VIIRS,70
31.7174,75.2228,2025-11-01,545.0,MODIS,70
31.6816,75.71,2025-11-01,471.0,MODIS,90
31.4814,75.3242,2025-11-01,649.2,VIIRS,100
31.5198,75.3234,2025-11-01,290.3,MODIS,70
31.5766,75.3651,2025-11-01,301.5,VIIRS,50
31.5804,75.6893,2025-11-01,374.4,MODIS,70
31.4625,76.1471,2025-11-01,533.8,MODIS,90
31.5752,75.7886,2025-11-01,202.7,VIIRS,70
31.6714,75.8703,2025-11-01,326.4,MODIS,100
31.6443,76.1817,2025-11-01,603.0,MODIS,100
31.3403,76.7278,2025-11-01,100.6,MODIS,70
31.7017,77.1232,2025-11-01,29.3,MODIS,90
31.7872,74.6279,2025-11-01,64.1,VIIRS,90
31.8788,74.9729,2025-11-01,94.5,MODIS,70
31.9394,75.6878,2025-11-01,221.1,VIIRS,100
31.8088,76.0359,2025-11-01,133.2,VIIRS,90
31.9636,76.3162,2025-11-01,43.7,MODIS,70
32.3853,75.2785,2025-11-01,25.2,MODIS,90
29.5069,74.6464,2025-11-02,37.0,VIIRS,100
29.6163,75.0077,2025-11-02,116.7,MODIS,100
29.6517,75.6319,2025-11-02,64.7,MODIS,50
29.5641,75.7843,2025-11-02,97.0,VIIRS,90
29.6602,76.3443,2025-11-02,33.2,VIIRS,90
30.2155,73.8095,2025-11-02,26.6,MODIS,90
29.8584,74.5708,2025-11-02,164.4,VIIRS,100
29.774,75.0926,2025-11-02,552.9,MODIS,90
29.8637,75.1669,2025-11-02,478.0,VIIRS,70
30.1734,75.2243,2025-11-02,347.7,MODIS,100
29.9419,75.6842,2025-11-02,591.1,MODIS,100
29.9084,75.3817,2025-11-02,600.4,VIIRS,90
30.0161,75.536,2025-11-02,665.1,VIIRS,90
30.1644,75.4277,2025-11-02,472.3,VIIRS,70
29.8382,75.772,2025-11-02,454.0,VIIRS,70
29.7998,76.2064,2025-11-02,284.6,VIIRS,90
29.9461,76.1172,2025-11-02,563.4,VIIRS,70
29.9765,76.5979,2025-11-02,218.9,MODIS,70
29.9133,77.2066,2025-11-02,42.3,VIIRS,90
30.2863,73.8854,2025-11-02,74.8,MODIS,70
30.716,74.429,2025-11-02,387.9,MODIS,70
30.6578,74.6374,2025-11-02,431.6,MODIS,90
30.5215,75.1587,2025-11-02,909.0,VIIRS,50
30.3327,74.8103,2025-11-02,419.0,MODIS,90
30.6728,75.1799,2025-11-02,997.0,MODIS,90
30.3172,74.8488,2025-11-02,1025.0,VIIRS,70
30.5111,74.7956,2025-11-02,876.5,MODIS,70
30.3533,74.8215,2025-11-02,973.8,VIIRS,70
30.2793,74.9083,2025-11-02,876.8,MODIS,90
30.5049,75.5341,2025-11-02,1540.9,VIIRS,90
30.7215,75.4394,2025-11-02,821.2,VIIRS,70
30.368,75.5633,2025-11-02,1454.1,MODIS,90
30.3765,75.3934,2025-11-02,1552.6,VIIRS,90
30.3293,75.5243,2025-11-02,1008.6,VIIRS,90
30.3067,75.48,2025-11-02,1201.0,MODIS,90
30.485,75.3876,2025-11-02,537.4,MODIS,100
30.4679,75.3382,2025-11-02,896.1,MODIS,100
30.5277,75.5831,2025-11-02,1550.4,VIIRS,90
30.6165,75.7739,2025-11-02,740.8,MODIS,70
30.5352,76.0239,2025-11-02,653.7,MODIS,100
30.3437,75.9258,2025-11-02,567.2,VIIRS,90
30.4544,75.8689,2025-11-02,437.4,MODIS,100
30.66,75.9503,2025-11-02,421.2,MODIS,90
30.3892,75.9979,2025-11-02,596.3,VIIRS,70
30.4888,75.9698,2025-11-02,544.0,VIIRS,70
30.6651,76.2822,2025-11-02,356.2,MODIS,100
30.4599,76.7135,2025-11-02,337.7,MODIS,70
30.677,77.0727,2025-11-02,32.7,VIIRS,70
30.8915,73.8035,2025-11-02,35.5,VIIRS,70
30.8757,74.3589,2025-11-02,169.5,MODIS,90
30.9293,74.6462,2025-11-02,375.0,MODIS,100
30.8724,74.986,2025-11-02,458.2,MODIS,70
30.9965,75.1584,2025-11-02,473.6,VIIRS,100
31.004,75.0833,2025-11-02,1001.5,VIIRS,50
31.079,74.7716,2025-11-02,1150.5,MODIS,90
30.9947,74.8176,2025-11-02,1099.1,MODIS,70
30.9254,74.8468,2025-11-02,572.5,MODIS,50
31.0996,74.7777,2025-11-02,1163.5,MODIS,70
31.2166,75.3724,2025-11-02,828.6,MODIS,100
31.057,75.5331,2025-11-02,553.1,VIIRS,100
30.8926,75.3366,2025-11-02,556.4,VIIRS,90
31.0128,75.3088,2025-11-02,1309.1,MODIS,70
31.1725,75.4142,2025-11-02,429.5,VIIRS,90
31.0282,75.4614,2025-11-02,611.8,VIIRS,90
30.8941,75.5985,2025-11-02,1374.8,MODIS,70
30.827,75.3424,2025-11-02,905.7,VIIRS,70
30.9432,75.4957,2025-11-02,1518.8,VIIRS,100
30.9141,75.3901,2025-11-02,1196.7,MODIS,90
30.9045,75.9556,2025-11-02,707.1,VIIRS,100
30.8951,76.0382,2025-11-02,616.1,MODIS,70
30.9102,75.9848,2025-11-02,801.8,MODIS,100
30.9265,75.8573,2025-11-02,720.0,MODIS,100
30.8093,76.0001,2025-11-02,1048.4,VIIRS,90
31.2291,75.9524,2025-11-02,444.1,VIIRS,90
31.0944,76.2073,2025-11-02,555.3,MODIS,90
30.8019,76.5289,2025-11-02,231.6,VIIRS,100
30.7884,76.41,2025-11-02,274.8,VIIRS,70
30.9719,76.9423,2025-11-02,91.7,MODIS,90
31.5035,74.005,2025-11-02,18.3,MODIS,70
31.3292,74.5887,2025-11-02,114.8,VIIRS,90
31.4704,75.0656,2025-11-02,631.1,MODIS,70
31.7265,75.048,2025-11-02,576.7,VIIRS,90
31.4798,75.0115,2025-11-02,486.8,VIIRS,100
31.3734,74.9019,2025-11-02,301.4,MODIS,90
31.6577,75.6832,2025-11-02,745.9,VIIRS,100
31.6059,75.5692,2025-11-02,932.9,VIIRS,70
31.6541,75.6789,2025-11-02,350.9,VIIRS,70
31.3866,75.4074,2025-11-02,268.6,VIIRS,100
31.5632,75.4854,2025-11-02,391.0,MODIS,90
31.4901,76.0817,2025-11-02,175.6,MODIS,100
31.5432,75.9802,2025-11-02,393.4,MODIS,100
31.3795,76.1141,2025-11-02,181.9,MODIS,70
31.3081,75.9798,2025-11-02,186.0,MODIS,100
31.6762,76.2918,2025-11-02,71.4,MODIS,70
31.3421,76.7861,2025-11-02,49.1,VIIRS,70
31.7994,74.4812,2025-11-02,40.3,MODIS,70
31.89,74.8122,2025-11-02,201.1,MODIS,100
32.1546,75.6385,2025-11-02,120.1,VIIRS,70
32.1333,75.7775,2025-11-02,71.3,VIIRS,70
32.0988,76.4192,2025-11-02,46.9,MODIS,50
32.5345,75.3528,2025-11-02,45.6,VIIRS,70
14.788,81.4446,2025-11-03,53.0,VIIRS,90
29.6885,74.5992,2025-11-03,63.2,MODIS,90
29.34,74.9179,2025-11-03,84.5,VIIRS,90
29.5732,75.4585,2025-11-03,62.8,VIIRS,70
29.3999,75.9744,2025-11-03,159.5,VIIRS,90
29.4004,76.5998,2025-11-03,17.2,VIIRS,90
29.8166,74.0512,2025-11-03,24.5,MODIS,70
29.856,74.3185,2025-11-03,68.2,VIIRS,90
29.9045,74.8659,2025-11-03,335.5,VIIRS,90
30.0846,74.9225,2025-11-03,174.9,MODIS,90
29.9782,74.9036,2025-11-03,426.8,VIIRS,90
30.1027,75.7262,2025-11-03,544.8,MODIS,70
29.8963,75.6177,2025-11-03,730.5,MODIS,70
30.0525,75.6075,2025-11-03,711.2,MODIS,70
30.0652,75.3009,2025-11-03,438.6,MODIS,90
29.7985,75.4026,2025-11-03,264.4,VIIRS,90
29.997,75.9694,2025-11-03,421.8,VIIRS,90
30.0625,75.986,2025-11-03,151.6,MODIS,90
29.7986,76.1573,2025-11-03,189.9,VIIRS,70
30.2214,76.3459,2025-11-03,180.6,VIIRS,70
29.8449,76.7705,2025-11-03,40.3,MODIS,70
30.2754,73.9318,2025-11-03,56.0,VIIRS,70
30.4713,74.599,2025-11-03,295.7,VIIRS,70
30.4421,74.5952,2025-11-03,342.0,MODIS,100
30.6753,74.9595,2025-11-03,673.4,VIIRS,50
30.6616,75.2219,2025-11-03,606.5,MODIS,70
30.5179,74.864,2025-11-03,411.5,MODIS,70
30.3587,75.1748,2025-11-03,653.4,VIIRS,90
30.3081,75.0645,2025-11-03,989.9,VIIRS,100
30.6872,75.102,2025-11-03,1044.9,MODIS,100
30.5676,75.1923,2025-11-03,531.6,VIIRS,50
30.5307,75.3076,2025-11-03,676.0,MODIS,90
30.6883,75.6599,2025-11-03,682.9,VIIRS,90
30.4983,75.3411,2025-11-03,460.9,MODIS,50
30.4049,75.2703,2025-11-03,1459.4,VIIRS,70
30.6614,75.5305,2025-11-03,1562.5,VIIRS,70
30.6237,75.6579,2025-11-03,494.6,MODIS,90
30.7194,75.5964,2025-11-03,1575.6,MODIS,70
30.4229,75.6339,2025-11-03,1252.2,VIIRS,50
30.5005,75.5922,2025-11-03,1106.9,VIIRS,70
30.4053,75.5284,2025-11-03,496.3,VIIRS,100
30.365,76.0246,2025-11-03,959.9,MODIS,70
30.7056,75.7998,2025-11-03,402.7,MODIS,90
30.6205,75.9225,2025-11-03,967.4,MODIS,70
30.4327,76.1243,2025-11-03,755.1,VIIRS,90
30.3109,76.0479,2025-11-03,1089.4,MODIS,100
30.7079,76.0189,2025-11-03,756.6,MODIS,90
30.558,75.982,2025-11-03,997.2,MODIS,90
30.4987,76.6436,2025-11-03,206.6,VIIRS,100
30.2947,76.4845,2025-11-03,466.0,MODIS,90
30.4906,76.3645,2025-11-03,142.8,MODIS,90
30.2802,76.8887,2025-11-03,81.6,MODIS,70
30.7819,73.9455,2025-11-03,82.5,MODIS,70
31.0564,74.7119,2025-11-03,449.2,VIIRS,50
30.9093,74.6786,2025-11-03,399.6,VIIRS,90
30.9354,74.663,2025-11-03,405.9,VIIRS,70
31.1985,74.9191,2025-11-03,851.5,MODIS,70
31.0969,74.8466,2025-11-03,427.8,VIIRS,50
30.7909,75.005,2025-11-03,1072.9,VIIRS,90
31.0487,74.9996,2025-11-03,1044.9,VIIRS,90
31.1077,75.0618,2025-11-03,322.7,MODIS,100
31.0191,75.0815,2025-11-03,817.2,MODIS,70
31.1698,74.892,2025-11-03,452.6,MODIS,70
30.9559,75.4264,2025-11-03,554.0,VIIRS,70
30.9533,75.3823,2025-11-03,1499.7,MODIS,90
31.1689,75.6377,2025-11-03,718.3,MODIS,70
31.0946,75.3898,2025-11-03,1732.1,VIIRS,50
31.1121,75.4897,2025-11-03,1335.9,MODIS,90
30.7792,75.394,2025-11-03,831.1,VIIRS,100
31.1181,75.345,2025-11-03,1379.4,MODIS,50
31.1349,75.3935,2025-11-03,1289.0,VIIRS,70
31.1939,75.5471,2025-11-03,1241.0,VIIRS,90
30.8385,75.581,2025-11-03,631.7,MODIS,90
30.9206,76.0006,2025-11-03,1037.7,VIIRS,70
30.9698,76.1557,2025-11-03,1206.6,MODIS,90
31.1125,76.1792,2025-11-03,410.5,VIIRS,70
31.0809,75.962,2025-11-03,1255.3,MODIS,50
30.9576,75.9112,2025-11-03,410.6,MODIS,90
30.923,75.7867,2025-11-03,713.6,VIIRS,90
30.8726,76.0114,2025-11-03,445.0,MODIS,100
31.0096,76.6751,2025-11-03,234.1,VIIRS,90
31.0295,76.4066,2025-11-03,337.2,VIIRS,90
31.1902,76.4916,2025-11-03,356.3,MODIS,90
30.9969,77.1508,2025-11-03,94.6,MODIS,100
31.3423,69.9774,2025-11-03,27.0,MODIS,90
31.534,74.2039,2025-11-03,30.6,VIIRS,70
31.3225,74.3149,2025-11-03,97.0,MODIS,100
31.6235,74.8737,2025-11-03,685.1,VIIRS,100
31.3819,74.912,2025-11-03,649.0,VIIRS,70
31.3741,74.8674,2025-11-03,602.6,MODIS,70
31.2898,74.8573,2025-11-03,309.2,VIIRS,70
31.5786,75.3692,2025-11-03,445.1,VIIRS,90
31.5737,75.6478,2025-11-03,633.1,MODIS,70
31.6412,75.553,2025-11-03,976.7,VIIRS,100
31.334,75.4862,2025-11-03,839.1,MODIS,90
31.5639,75.4837,2025-11-03,993.1,MODIS,70
31.3785,75.5826,2025-11-03,563.6,VIIRS,70
31.6567,76.0565,2025-11-03,183.6,MODIS,100
31.6369,76.2076,2025-11-03,208.6,VIIRS,90
31.3572,75.8021,2025-11-03,542.8,VIIRS,70
31.3495,76.1213,2025-11-03,247.1,VIIRS,50
31.7056,76.7073,2025-11-03,152.0,MODIS,70
31.4832,76.8277,2025-11-03,29.4,MODIS,90
32.1077,74.5749,2025-11-03,22.2,VIIRS,90
32.2193,75.0379,2025-11-03,153.2,MODIS,90
32.0423,75.636,2025-11-03,220.6,MODIS,100
31.8405,76.0208,2025-11-03,95.1,VIIRS,50
31.9374,76.366,2025-11-03,68.6,MODIS,70
32.3863,75.4499,2025-11-03,16.8,VIIRS,70
15.6702,74.3927,2025-11-04,40.1,MODIS,100
29.6633,74.4423,2025-11-04,56.2,MODIS,100
29.3628,75.18,2025-11-04,95.9,MODIS,70
29.584,75.3703,2025-11-04,100.8,MODIS,90
29.7214,76.1376,2025-11-04,161.0,MODIS,50
29.4688,76.3567,2025-11-04,22.9,MODIS,70
30.0635,74.2029,2025-11-04,40.9,VIIRS,70
29.9863,74.3783,2025-11-04,71.5,VIIRS,100
29.9623,74.9185,2025-11-04,569.3,VIIRS,70
29.7993,75.0342,2025-11-04,181.4,VIIRS,90
30.0609,75.0353,2025-11-04,359.0,VIIRS,90
30.191,75.3686,2025-11-04,481.7,MODIS,70
30.1794,75.6388,2025-11-04,265.9,MODIS,90
29.9266,75.3906,2025-11-04,708.9,VIIRS,50
29.9496,75.6865,2025-11-04,588.7,VIIRS,50
29.9182,75.6554,2025-11-04,314.4,MODIS,90
30.0307,76.1214,2025-11-04,276.4,VIIRS,100
30.1846,76.0679,2025-11-04,473.6,MODIS,90
30.0326,76.0003,2025-11-04,178.4,VIIRS,90
30.0302,76.3135,2025-11-04,128.7,MODIS,90
30.1662,77.0031,2025-11-04,28.7,MODIS,90
30.4678,74.164,2025-11-04,38.5,VIIRS,100
30.6243,74.4381,2025-11-04,410.5,VIIRS,70
30.508,74.4126,2025-11-04,351.8,MODIS,70
30.6834,74.5979,2025-11-04,398.5,MODIS,100
30.3207,75.0123,2025-11-04,1101.3,VIIRS,90
30.6129,75.0185,2025-11-04,788.8,VIIRS,70
30.4066,74.8256,2025-11-04,915.3,VIIRS,90
30.558,75.1643,2025-11-04,1146.7,MODIS,90
30.578,74.9035,2025-11-04,403.8,VIIRS,90
30.65,75.2299,2025-11-04,1086.1,VIIRS,100
30.3604,74.8229,2025-11-04,693.7,VIIRS,90
30.6181,75.6292,2025-11-04,1497.8,VIIRS,50
30.3649,75.3852,2025-11-04,1027.1,VIIRS,70
30.5703,75.6489,2025-11-04,818.9,MODIS,100
30.4918,75.5876,2025-11-04,1359.5,VIIRS,70
30.3394,75.336,2025-11-04,787.5,VIIRS,70
30.7067,75.4393,2025-11-04,1548.3,MODIS,90
30.3613,75.3561,2025-11-04,923.0,VIIRS,70
30.4654,75.5873,2025-11-04,881.7,VIIRS,50
30.4749,75.696,2025-11-04,687.3,VIIRS,100
30.5822,75.2839,2025-11-04,949.4,VIIRS,70
30.5463,76.0294,2025-11-04,730.4,MODIS,90
30.6512,75.9328,2025-11-04,455.8,MODIS,70
30.713,75.895,2025-11-04,688.1,VIIRS,100
30.4965,76.1324,2025-11-04,693.9,MODIS,70
30.4583,75.9264,2025-11-04,699.9,VIIRS,70
30.551,75.8354,2025-11-04,699.1,VIIRS,70
30.4153,75.8439,2025-11-04,552.9,VIIRS,50
30.4151,76.2882,2025-11-04,178.5,VIIRS,90
30.4508,76.6576,2025-11-04,400.5,VIIRS,100
30.6119,76.6012,2025-11-04,416.9,MODIS,90
30.3759,77.0874,2025-11-04,28.2,MODIS,50
30.9995,73.9068,2025-11-04,93.4,VIIRS,100
30.835,74.5428,2025-11-04,493.0,MODIS,70
30.934,74.4462,2025-11-04,355.6,VIIRS,50
31.1073,74.3686,2025-11-04,297.0,MODIS,90
30.8906,74.8734,2025-11-04,886.9,VIIRS,100
30.8051,75.0395,2025-11-04,482.6,VIIRS,90
31.211,75.2092,2025-11-04,1040.4,VIIRS,100
31.1395,75.0427,2025-11-04,534.2,MODIS,90
31.2225,74.8518,2025-11-04,866.3,VIIRS,100
31.1906,74.8345,2025-11-04,694.3,MODIS,100
30.7918,74.9779,2025-11-04,776.2,MODIS,100
30.9912,74.9578,2025-11-04,433.7,VIIRS,90
30.7814,75.7227,2025-11-04,946.9,VIIRS,70
31.0403,75.4756,2025-11-04,1591.0,VIIRS,50
30.9809,75.3324,2025-11-04,648.6,VIIRS,90
31.1931,75.5327,2025-11-04,1319.3,VIIRS,70
30.7759,75.5292,2025-11-04,921.3,VIIRS,100
31.2015,75.6086,2025-11-04,1197.6,MODIS,90
31.0084,75.358,2025-11-04,959.9,VIIRS,70
31.0087,75.6336,2025-11-04,1514.9,MODIS,90
30.9546,75.3304,2025-11-04,1215.9,VIIRS,70
30.8144,75.6797,2025-11-04,508.2,VIIRS,100
30.869,75.2827,2025-11-04,1772.9,VIIRS,50
30.8182,75.9608,2025-11-04,453.5,MODIS,90
31.1734,75.8501,2025-11-04,1245.8,MODIS,100
30.8583,76.1133,2025-11-04,702.5,VIIRS,90
31.0549,76.1191,2025-11-04,1156.0,MODIS,70
31.1322,75.9668,2025-11-04,1320.3,MODIS,70
31.1696,75.968,2025-11-04,1232.1,MODIS,90
31.1735,76.2294,2025-11-04,858.6,MODIS,100
31.1184,75.9545,2025-11-04,1163.0,VIIRS,100
30.8927,76.4916,2025-11-04,378.2,MODIS,70
31.1536,76.4601,2025-11-04,356.9,VIIRS,50
31.0061,76.3287,2025-11-04,379.5,MODIS,50
31.1058,76.8692,2025-11-04,78.4,MODIS,90
31.274,74.0524,2025-11-04,45.4,VIIRS,100
31.4286,74.3672,2025-11-04,170.7,VIIRS,70
31.7023,75.0145,2025-11-04,508.0,MODIS,90
31.4153,74.8508,2025-11-04,258.6,VIIRS,90
31.4292,74.863,2025-11-04,398.2,MODIS,100
31.321,74.9956,2025-11-04,658.4,VIIRS,90
31.5963,75.271,2025-11-04,275.5,MODIS,70
31.6283,75.2929,2025-11-04,831.8,VIIRS,50
31.6219,75.6775,2025-11-04,440.0,MODIS,100
31.3606,75.7108,2025-11-04,1017.4,VIIRS,100
31.524,75.6958,2025-11-04,739.8,VIIRS,90
31.516,75.6315,2025-11-04,294.1,MODIS,70
31.6621,75.9014,2025-11-04,556.6,MODIS,70
31.4301,75.8417,2025-11-04,500.4,VIIRS,50
31.6077,76.0673,2025-11-04,638.8,MODIS,90
31.3433,75.844,2025-11-04,220.7,MODIS,70
31.5727,76.5492,2025-11-04,203.9,MODIS,70
31.5274,76.7837,2025-11-04,50.7,VIIRS,100
32.0774,74.7144,2025-11-04,82.0,MODIS,90
31.9296,75.1565,2025-11-04,87.6,VIIRS,90
31.8545,75.6478,2025-11-04,138.8,MODIS,70
